day,MarketDemand(MW),OntarioDemand(MW),NuclearSupply(MW),GasSupply(MW),HydroSupply(MW),WindSupply(MW),SolarSupply(MW),BiofuelSupply(MW),TotalSupply(MW),HOEP($/MWh)
2016-01-28,469945,406703,275235.0,22241.0,101302.0,53322.0,205.0,922.0,453227.0,3.55166666666667
2016-01-29,479005,407261,276614.0,29275.0,111128.0,39334.0,555.0,1224.0,458130.0,11.6170833333333
2016-01-30,444040,375384,277295.0,17288.0,91439.0,46298.0,617.0,223.0,433160.0,2.37708333333333
2016-01-31,431023,355023,272562.0,17031.0,91340.0,39754.0,304.0,124.0,421115.0,0.222083333333333
2016-02-01,446187,378144,262330.0,28918.0,109179.0,20223.0,774.0,2085.0,423509.0,5.81833333333333
2016-02-02,455149,389745,271789.0,22782.0,108718.0,25165.0,659.0,1762.0,430875.0,11.7258333333333
2016-02-03,456593,383928,273829.0,24182.0,95717.0,45625.0,199.0,718.0,440270.0,0.177083333333333
2016-02-04,453907,389548,270456.0,24661.0,112523.0,17694.0,701.0,1690.0,427725.0,11.8416666666667
2016-02-05,458556,393217,277819.0,26248.0,113135.0,14891.0,883.0,2333.0,435309.0,12.70125
2016-02-06,435816,366925,272398.0,21865.0,97139.0,26670.0,526.0,28.0,418626.0,0.508333333333333
2016-02-07,430972,356567,266100.0,22138.0,93561.0,31851.0,870.0,67.0,414587.0,-1.16416666666667
2016-02-08,458042,395118,256732.0,36480.0,117457.0,14314.0,395.0,1030.0,426408.0,19.7258333333333
2016-02-09,466361,406560,257152.0,27930.0,115220.0,36600.0,117.0,1174.0,438193.0,14.4708333333333
2016-02-10,473826,411008,259069.0,33619.0,106725.0,44765.0,303.0,929.0,445410.0,10.53375
2016-02-11,492684,433016,274414.0,37476.0,113155.0,39633.0,751.0,1537.0,466966.0,18.935
2016-02-12,494305,430456,276364.0,27966.0,106051.0,58633.0,337.0,1126.0,470477.0,9.02875
2016-02-13,492674,431334,276434.0,39295.0,120610.0,38083.0,857.0,968.0,476247.0,35.5725
2016-02-14,487828,418812,277016.0,59877.0,116139.0,19246.0,976.0,784.0,474038.0,22.4791666666667
2016-02-15,485396,416203,277514.0,38218.0,110949.0,30359.0,188.0,171.0,457399.0,18.3004166666667
2016-02-16,474347,417784,264528.0,50514.0,121767.0,9304.0,0.0,817.0,446930.0,47.5041666666667
2016-02-17,472040,413615,259347.0,40626.0,118931.0,23010.0,213.0,1842.0,443969.0,22.5758333333333
2016-02-18,472512,415954,258330.0,47890.0,118739.0,19985.0,1271.0,2125.0,448340.0,12.9141666666667
2016-02-19,468616,401531,272317.0,21806.0,103552.0,48304.0,483.0,2328.0,448790.0,-0.147083333333333
2016-02-20,420954,352480,263226.0,16876.0,96010.0,26192.0,752.0,539.0,403595.0,-1.58708333333333
2016-02-21,420880,353557,259828.0,18212.0,110177.0,17752.0,496.0,137.0,406602.0,34.0133333333333
2016-02-22,452097,394135,267504.0,36378.0,119548.0,6656.0,998.0,1885.0,432969.0,6.25125
2016-02-23,459778,398185,276567.0,24856.0,113013.0,22684.0,890.0,1933.0,439943.0,6.2425
2016-02-24,483276,413865,277490.0,27752.0,108398.0,47578.0,35.0,769.0,462022.0,6.33875
2016-02-25,477917,406755,277326.0,27711.0,105529.0,45123.0,218.0,459.0,456366.0,3.22166666666667
2016-02-26,477564,405077,276807.0,35534.0,112013.0,31111.0,1169.0,165.0,456799.0,7.74041666666667
2016-02-27,450144,367887,276487.0,18230.0,92876.0,50112.0,739.0,124.0,438568.0,0.0895833333333333
2016-02-28,429709,343513,271332.0,19131.0,90565.0,35060.0,946.0,227.0,417261.0,-2.11333333333333
2016-02-29,460340,386844,267562.0,23650.0,102705.0,49640.0,573.0,149.0,444279.0,-0.16875
2016-03-01,479707,420093,268292.0,32633.0,119182.0,33733.0,493.0,614.0,454947.0,8.89166666666667
2016-03-02,485093,418944,264247.0,44630.0,121635.0,23052.0,1100.0,2599.0,457263.0,16.6654166666667
2016-03-03,477633,417758,265483.0,54172.0,121661.0,8577.0,1089.0,1975.0,452957.0,16.71875
2016-03-04,461442,403009,244587.0,53329.0,126251.0,4207.0,1352.0,3351.0,433077.0,18.24375
2016-03-05,439021,373226,244989.0,42739.0,112424.0,5246.0,755.0,2940.0,409093.0,15.0120833333333
2016-03-06,427771,355525,246201.0,28162.0,103405.0,24420.0,1329.0,2600.0,406117.0,9.11791666666666
2016-03-07,447376,371717,260287.0,23001.0,101592.0,32978.0,1093.0,3596.0,422547.0,4.68666666666667
2016-03-08,441844,364198,264260.0,21130.0,99476.0,38028.0,741.0,846.0,424481.0,1.04333333333333
2016-03-09,423338,358617,257912.0,21460.0,96293.0,32076.0,449.0,731.0,408921.0,-1.26333333333333
2016-03-10,427421,372491,257597.0,21949.0,108695.0,13360.0,144.0,1539.0,403284.0,9.08166666666667
2016-03-11,420052,360198,259367.0,23836.0,104940.0,9477.0,991.0,1132.0,399743.0,2.7975
2016-03-12,396805,330335,259730.0,9409.0,95830.0,15535.0,1184.0,555.0,382243.0,2.22416666666667
2016-03-13,388658,320181,250187.0,10137.0,87960.0,26859.0,294.0,514.0,375951.0,-2.76791666666667
2016-03-14,430796,370374,258675.0,19575.0,100164.0,25945.0,220.0,1677.0,406256.0,3.98291666666667
2016-03-15,428407,368905,261677.0,22266.0,106920.0,7095.0,214.0,1745.0,399917.0,5.9125
2016-03-16,421369,360404,256453.0,21543.0,92271.0,37609.0,577.0,739.0,409192.0,-1.44541666666667
2016-03-17,420240,354779,257783.0,22204.0,91993.0,29364.0,1049.0,722.0,403115.0,-0.909166666666667
2016-03-18,423319,359170,260403.0,21851.0,96923.0,19426.0,754.0,744.0,400101.0,2.42916666666667
2016-03-19,406211,339790,262694.0,17861.0,95789.0,13210.0,1257.0,125.0,390936.0,3.47916666666667
2016-03-20,406048,336927,261196.0,20508.0,97956.0,8877.0,963.0,1093.0,390593.0,2.34291666666667
2016-03-21,434673,372392,265577.0,23992.0,102992.0,17368.0,1155.0,1698.0,412782.0,6.415
2016-03-22,440561,378746,261983.0,24046.0,103846.0,25182.0,847.0,726.0,416630.0,4.90958333333333
2016-03-23,437766,379591,246262.0,24162.0,108871.0,30167.0,464.0,780.0,410706.0,6.85166666666667
2016-03-24,451900,396542,242122.0,31434.0,110698.0,36861.0,278.0,1398.0,422791.0,24.1675
2016-03-25,384768,341142,231007.0,14388.0,98322.0,16374.0,415.0,13.0,360519.0,4.9225
2016-03-26,385289,331850,243727.0,14736.0,100729.0,6500.0,1342.0,120.0,367154.0,5.08125
2016-03-27,368103,312529,237702.0,13871.0,90475.0,12424.0,1545.0,117.0,356134.0,-4.07625
2016-03-28,419132,359291,257221.0,19197.0,91067.0,35115.0,368.0,727.0,403695.0,-0.832916666666667
2016-03-29,410728,360999,259146.0,22136.0,94348.0,13339.0,1382.0,2348.0,392699.0,1.20333333333333
2016-03-30,401449,354031,248671.0,21761.0,93717.0,23268.0,1460.0,444.0,389321.0,-2.13958333333333
2016-03-31,400222,359209,237120.0,21968.0,89615.0,37673.0,150.0,530.0,387056.0,-1.935
2016-04-01,395345,351870,237748.0,25624.0,96844.0,21527.0,563.0,978.0,383284.0,1.00666666666667
2016-04-02,394663,338479,239566.0,15837.0,98569.0,30261.0,925.0,3.0,385161.0,2.87125
2016-04-03,409055,350326,239149.0,20531.0,107971.0,29006.0,1143.0,4.0,397804.0,4.45166666666667
2016-04-04,424301,380547,243856.0,27591.0,103134.0,33088.0,1052.0,714.0,409435.0,2.55833333333333
2016-04-05,415855,379376,241487.0,35912.0,108149.0,8946.0,966.0,628.0,396088.0,8.75541666666667
2016-04-06,422118,385526,240510.0,21860.0,99682.0,41913.0,335.0,1267.0,405567.0,0.255416666666667
2016-04-07,411689,376561,236251.0,21755.0,103101.0,32560.0,450.0,643.0,394760.0,3.14291666666667
2016-04-08,410980,375220,223014.0,32445.0,109894.0,25483.0,947.0,611.0,392394.0,7.8
2016-04-09,383403,346939,223914.0,24819.0,100124.0,20314.0,1379.0,357.0,370907.0,3.31375
2016-04-10,393224,356827,225513.0,20894.0,101226.0,31282.0,832.0,385.0,380132.0,6.02958333333333
2016-04-11,416559,379109,225535.0,25587.0,105888.0,36601.0,41.0,806.0,394458.0,4.66125
2016-04-12,405858,370900,225217.0,29985.0,104906.0,24248.0,536.0,1547.0,386439.0,4.935
2016-04-13,397416,364555,224856.0,37174.0,105115.0,6276.0,615.0,1565.0,375601.0,12.1545833333333
2016-04-14,388267,352764,223536.0,25687.0,98364.0,18657.0,1646.0,730.0,368620.0,6.86916666666667
2016-04-15,379967,339619,221852.0,21319.0,97822.0,20362.0,1670.0,823.0,363848.0,1.79458333333333
2016-04-16,369401,310108,222825.0,12167.0,102344.0,14859.0,1705.0,54.0,353954.0,6.16708333333333
2016-04-17,374333,305203,223361.0,12459.0,112176.0,6550.0,1695.0,2.0,356243.0,12.5408333333333
2016-04-18,391641,339028,223171.0,24923.0,107164.0,10549.0,1628.0,1003.0,368438.0,12.2566666666667
2016-04-19,381520,333761,220226.0,23582.0,101811.0,13670.0,1473.0,751.0,361513.0,4.47375
2016-04-20,377237,332365,218944.0,23665.0,98028.0,19211.0,1674.0,734.0,362256.0,1.74
2016-04-21,397341,341774,221203.0,25659.0,105772.0,22497.0,979.0,759.0,376869.0,9.33166666666667
2016-04-22,393934,336795,221464.0,24867.0,104534.0,21716.0,919.0,735.0,374235.0,19.8991666666667
2016-04-23,372982,306359,222605.0,11056.0,108435.0,15080.0,1727.0,68.0,358971.0,4.41875
2016-04-24,374085,311260,223726.0,11075.0,112408.0,6796.0,1364.0,93.0,355462.0,8.7875
2016-04-25,410965,348445,227121.0,18155.0,107418.0,35760.0,1025.0,1107.0,390586.0,3.3975
2016-04-26,416475,358908,234106.0,30437.0,111421.0,15111.0,892.0,3206.0,395173.0,7.8175
2016-04-27,405433,345061,238917.0,23430.0,105712.0,13511.0,1450.0,3165.0,386185.0,4.01375
2016-04-28,402634,346894,240308.0,20857.0,103390.0,16846.0,1189.0,2785.0,385375.0,3.57666666666667
2016-04-29,392276,339103,238251.0,20080.0,105257.0,9502.0,1217.0,3.0,374310.0,3.6175
2016-04-30,365653,306238,234717.0,9205.0,97883.0,10840.0,1172.0,109.0,353926.0,-0.676666666666666
2016-05-01,368824,317404,210436.0,10546.0,106267.0,18809.0,400.0,7.0,346465.0,5.7275
2016-05-02,396160,345455,205880.0,30458.0,115670.0,9832.0,556.0,594.0,362990.0,10.0166666666667
2016-05-03,379322,336705,206301.0,33457.0,103045.0,9642.0,1051.0,2965.0,356461.0,4.00791666666667
2016-05-04,387316,336642,213603.0,26776.0,99236.0,16322.0,1250.0,2251.0,359438.0,3.24125
2016-05-05,380880,332001,196214.0,24445.0,101963.0,26468.0,1736.0,3372.0,354198.0,1.43416666666667
2016-05-06,374476,326076,190180.0,26126.0,106593.0,18506.0,1919.0,2737.0,346061.0,6.30541666666667
2016-05-07,354546,301163,190338.0,12391.0,102524.0,25542.0,1468.0,135.0,332398.0,5.87333333333333
2016-05-08,343827,291860,190317.0,16158.0,98407.0,14382.0,1538.0,246.0,321048.0,6.76916666666667
2016-05-09,377697,330171,190409.0,28905.0,111694.0,8771.0,1920.0,3205.0,344904.0,10.4054166666667
2016-05-10,378132,326509,190223.0,24122.0,99831.0,30877.0,1980.0,1748.0,348781.0,4.125
2016-05-11,373679,327278,189961.0,22967.0,102519.0,26397.0,1923.0,800.0,344567.0,8.3475
2016-05-12,385700,335337,189921.0,30973.0,111088.0,18750.0,1754.0,1072.0,353558.0,10.9941666666667
2016-05-13,373753,330557,188150.0,21770.0,99514.0,29805.0,1203.0,2281.0,342723.0,5.28666666666667
2016-05-14,355062,306271,183357.0,14274.0,93519.0,42470.0,1064.0,84.0,334768.0,3.44875
2016-05-15,342688,307708,170954.0,17854.0,97439.0,35888.0,1064.0,80.0,323279.0,13.7125
2016-05-16,374294,335717,173807.0,27737.0,108716.0,33317.0,1926.0,1773.0,347276.0,5.70958333333333
2016-05-17,381786,336480,188843.0,32049.0,116438.0,10431.0,1559.0,2628.0,351948.0,10.2616666666667
2016-05-18,379656,331017,190276.0,31882.0,114716.0,10098.0,1972.0,2525.0,351469.0,10.42125
2016-05-19,388232,336821,190148.0,39542.0,119061.0,4145.0,1778.0,1741.0,356415.0,16.7845833333333
2016-05-20,380746,326601,190454.0,34696.0,112799.0,6818.0,1748.0,1883.0,348398.0,13.52125
2016-05-21,355500,297617,191125.0,20345.0,104136.0,13300.0,1524.0,218.0,330648.0,10.2654166666667
2016-05-22,348399,283341,193387.0,12949.0,98347.0,21655.0,2012.0,5.0,328355.0,5.65708333333333
2016-05-23,357270,296818,204336.0,14968.0,101727.0,8520.0,1933.0,106.0,331590.0,10.0891666666667
2016-05-24,408691,351082,209527.0,33761.0,111679.0,18856.0,1616.0,531.0,375970.0,27.9783333333333
2016-05-25,427110,374496,192349.0,63178.0,113756.0,19716.0,1775.0,518.0,391292.0,16.2766666666667
2016-05-26,431063,378566,190928.0,62016.0,108236.0,27244.0,1468.0,566.0,390458.0,16.0625
2016-05-27,452712,401877,208884.0,73643.0,114903.0,14957.0,1777.0,753.0,414917.0,18.9166666666667
2016-05-28,450192,390997,218692.0,59687.0,109125.0,23132.0,1620.0,75.0,412331.0,17.2204166666667
2016-05-29,443519,384680,217137.0,54128.0,103199.0,30893.0,1457.0,94.0,406908.0,13.6745833333333
2016-05-30,449708,409288,196592.0,75596.0,123208.0,18320.0,1702.0,136.0,415554.0,42.85
2016-05-31,432710,384273,196712.0,63960.0,119739.0,14439.0,1680.0,449.0,396979.0,36.8895833333333
2016-06-01,414026,359283,212768.0,40811.0,107182.0,27107.0,1908.0,773.0,390549.0,12.1129166666667
2016-06-02,442833,387337,220010.0,53963.0,115992.0,15793.0,1319.0,756.0,407833.0,21.82875
2016-06-03,436737,379021,232779.0,46648.0,120709.0,7578.0,1828.0,717.0,410259.0,19.31875
2016-06-04,403473,345607,238404.0,19822.0,113057.0,18149.0,1789.0,94.0,391315.0,14.42
2016-06-05,395166,334004,238266.0,7598.0,98172.0,40673.0,788.0,98.0,385595.0,7.57666666666667
2016-06-06,410470,358126,239079.0,19909.0,101898.0,29663.0,1458.0,717.0,392724.0,6.23875
2016-06-07,390760,344176,239093.0,19226.0,94564.0,24160.0,1356.0,1168.0,379567.0,2.44291666666667
2016-06-08,383708,333464,238525.0,19350.0,94267.0,20897.0,1160.0,567.0,374766.0,5.065
2016-06-09,379836,335260,237342.0,19343.0,96725.0,10270.0,1891.0,734.0,366305.0,128.850833333333
2016-06-10,387107,341202,237223.0,19389.0,101102.0,11930.0,2015.0,788.0,372447.0,4.73666666666667
2016-06-11,399542,348791,233853.0,12581.0,104419.0,41079.0,1297.0,101.0,393330.0,4.23083333333333
2016-06-12,359911,309325,231541.0,9866.0,90789.0,21775.0,1356.0,564.0,355891.0,-1.3475
2016-06-13,388677,342964,233979.0,20153.0,107698.0,9004.0,1458.0,1015.0,373307.0,8.91083333333333
2016-06-14,391146,346447,236955.0,22941.0,106183.0,6934.0,2042.0,586.0,375641.0,10.3683333333333
2016-06-15,404014,358419,237867.0,25031.0,101140.0,19698.0,1728.0,734.0,386198.0,9.09541666666667
2016-06-16,416842,372735,239628.0,24323.0,107703.0,22822.0,1658.0,757.0,396891.0,13.9633333333333
2016-06-17,429763,393210,239208.0,39943.0,110641.0,9904.0,2075.0,729.0,402500.0,27.2879166666667
2016-06-18,434608,384283,239730.0,49755.0,110701.0,4346.0,2017.0,140.0,406689.0,17.64875
2016-06-19,436647,389991,241706.0,45169.0,107001.0,21962.0,1940.0,237.0,418015.0,14.1733333333333
2016-06-20,483823,438145,246867.0,51365.0,99094.0,61826.0,1810.0,973.0,461935.0,15.6520833333333
2016-06-21,439999,386570,255000.0,43851.0,96070.0,14641.0,1973.0,748.0,412283.0,21.56375
2016-06-22,438747,380606,256506.0,45334.0,94847.0,11201.0,1844.0,787.0,410519.0,19.16625
2016-06-23,432833,375229,258903.0,45174.0,92515.0,9135.0,1656.0,1003.0,408386.0,21.3958333333333
2016-06-24,443445,386121,258559.0,52403.0,94920.0,5446.0,2061.0,724.0,414113.0,22.4020833333333
2016-06-25,441358,377853,258312.0,50220.0,95177.0,8343.0,2066.0,87.0,414205.0,21.0645833333333
2016-06-26,460931,398207,256444.0,44034.0,98737.0,36475.0,1802.0,94.0,437586.0,20.3325
2016-06-27,495055,449403,256266.0,69326.0,99252.0,33595.0,1664.0,823.0,460926.0,28.8204166666667
2016-06-28,441654,390225,256531.0,41623.0,89936.0,23230.0,1523.0,1222.0,414065.0,20.49625
2016-06-29,431730,376093,256922.0,43819.0,88498.0,11546.0,1621.0,193.0,402599.0,21.1091666666667
2016-06-30,432680,379424,257793.0,44383.0,87616.0,11740.0,1933.0,623.0,404088.0,21.8029166666667
2016-07-01,390912,321189,257016.0,7801.0,78637.0,26184.0,1095.0,199.0,370932.0,4.25333333333333
2016-07-02,383846,312978,258362.0,7804.0,83463.0,16328.0,1692.0,37.0,367686.0,13.6004166666667
2016-07-03,390756,333086,255770.0,20861.0,86053.0,7668.0,1928.0,88.0,372368.0,14.3575
2016-07-04,436588,391911,259760.0,44949.0,92880.0,6460.0,1994.0,1352.0,407395.0,22.16625
2016-07-05,481055,424306,272191.0,69791.0,91288.0,10086.0,1898.0,2022.0,447276.0,29.2616666666667
2016-07-06,495561,442217,275610.0,74279.0,93033.0,14659.0,1738.0,1931.0,461250.0,34.1970833333333
2016-07-07,503002,453277,276005.0,86954.0,93590.0,6994.0,1673.0,2171.0,467387.0,34.62125
2016-07-08,482857,428811,276619.0,58991.0,89297.0,12743.0,1255.0,1840.0,440745.0,23.8304166666667
2016-07-09,421790,367317,275271.0,16466.0,80111.0,26720.0,1402.0,194.0,400164.0,6.85833333333333
2016-07-10,417406,358109,268984.0,32241.0,83831.0,6305.0,1600.0,3.0,392964.0,12.7654166666667
2016-07-11,448737,404871,274484.0,47414.0,86040.0,9811.0,1713.0,5.0,419467.0,17.32625
2016-07-12,471696,431965,266824.0,56131.0,90423.0,25660.0,1792.0,520.0,441350.0,16.2175
2016-07-13,502193,468475,258240.0,79180.0,94178.0,31677.0,1858.0,1639.0,466772.0,49.7370833333333
2016-07-14,489168,440921,259262.0,60695.0,87325.0,48014.0,1104.0,1532.0,457932.0,17.0108333333333
2016-07-15,455902,402405,259674.0,43568.0,89408.0,24074.0,1591.0,3585.0,421900.0,14.9066666666667
2016-07-16,396085,340107,258338.0,22417.0,89351.0,2959.0,1291.0,73.0,374429.0,7.84791666666667
2016-07-17,402643,341320,256792.0,22837.0,78967.0,26183.0,1830.0,35.0,386644.0,1.015
2016-07-18,473819,423477,269217.0,45221.0,95284.0,30931.0,1575.0,777.0,443005.0,25.4741666666667
2016-07-19,436813,385988,268487.0,34978.0,90672.0,7088.0,1587.0,731.0,403543.0,12.8666666666667
2016-07-20,439078,393829,266167.0,42202.0,89441.0,5544.0,1614.0,1065.0,406033.0,4.87583333333333
2016-07-21,477158,436402,262445.0,53960.0,94380.0,32415.0,1708.0,1749.0,446657.0,17.89875
2016-07-22,509742,465607,259990.0,87758.0,95158.0,24317.0,1547.0,1542.0,470312.0,40.9329166666667
2016-07-23,477196,433834,239537.0,87721.0,96755.0,7855.0,1722.0,918.0,434508.0,45.2008333333333
2016-07-24,449553,392901,253264.0,48367.0,88883.0,22401.0,1373.0,949.0,415237.0,16.1425
2016-07-25,500397,440672,263605.0,79406.0,91717.0,25900.0,1062.0,1918.0,463608.0,22.4295833333333
2016-07-26,492439,437013,263657.0,81576.0,92867.0,11354.0,1884.0,1621.0,452959.0,26.9645833333333
2016-07-27,498563,446502,262929.0,86008.0,94894.0,12424.0,1927.0,1695.0,459877.0,28.9770833333333
2016-07-28,501340,448254,264500.0,93417.0,96513.0,7533.0,1158.0,1612.0,464733.0,37.4908333333333
2016-07-29,477272,415921,269012.0,64309.0,89080.0,13064.0,1314.0,1512.0,438291.0,22.63625
2016-07-30,426004,360803,279431.0,21843.0,82325.0,17850.0,1534.0,944.0,403927.0,11.785
2016-07-31,417786,353148,280189.0,23475.0,79869.0,7722.0,864.0,928.0,393047.0,15.0025
2016-08-01,440060,383196,282538.0,34909.0,84943.0,4435.0,1265.0,853.0,408943.0,22.2979166666667
2016-08-02,472242,429346,283560.0,56473.0,86983.0,5033.0,1603.0,1520.0,435172.0,45.48625
2016-08-03,486747,442011,283529.0,68407.0,86244.0,4138.0,1691.0,1655.0,445664.0,34.4495833333333
2016-08-04,486370,458704,266525.0,76318.0,86254.0,14460.0,1912.0,1739.0,447208.0,56.8504166666667
2016-08-05,501331,463862,261616.0,72907.0,86063.0,35310.0,1650.0,1724.0,459270.0,36.7954166666667
2016-08-06,446394,398011,250457.0,52830.0,83933.0,18094.0,1651.0,840.0,407805.0,28.7529166666667
2016-08-07,427640,374547,266292.0,33531.0,82240.0,13912.0,1886.0,828.0,398689.0,19.8683333333333
2016-08-08,458238,412958,270668.0,59645.0,82636.0,8725.0,1864.0,1490.0,425028.0,25.5583333333333
2016-08-09,481370,433715,270100.0,70157.0,84094.0,13422.0,1885.0,1574.0,441232.0,32.8516666666667
2016-08-10,502943,471773,265990.0,101829.0,88152.0,6075.0,1525.0,1809.0,465380.0,39.4191666666667
2016-08-11,524988,482688,239668.0,126568.0,86828.0,15792.0,1728.0,1890.0,472474.0,78.6016666666666
2016-08-12,530339,483217,233534.0,131263.0,85022.0,32364.0,1617.0,2035.0,485835.0,43.9608333333333
2016-08-13,479542,427033,237480.0,83876.0,81110.0,33090.0,1131.0,1119.0,437806.0,27.18375
2016-08-14,451977,395140,267010.0,54683.0,81981.0,7617.0,1285.0,1168.0,413744.0,25.3491666666667
2016-08-15,475621,421969,270691.0,71777.0,80947.0,4590.0,1362.0,2766.0,432133.0,28.2975
2016-08-16,481239,423446,269759.0,52856.0,79990.0,34837.0,868.0,2862.0,441172.0,23.70625
2016-08-17,473227,412660,269659.0,69022.0,80269.0,8860.0,1593.0,2899.0,432302.0,24.9733333333333
2016-08-18,492799,435001,267923.0,78508.0,87962.0,4085.0,1636.0,2000.0,442114.0,19.19875
2016-08-19,497263,438647,269360.0,73497.0,90159.0,12516.0,1764.0,1842.0,449138.0,21.6079166666667
2016-08-20,484939,424490,267959.0,55005.0,87165.0,31490.0,1593.0,1122.0,444334.0,20.6745833333333
2016-08-21,446112,375919,266755.0,30267.0,79700.0,43907.0,901.0,1238.0,422768.0,6.66541666666667
2016-08-22,436257,370703,267573.0,40203.0,83938.0,7988.0,1557.0,1877.0,403136.0,10.9504166666667
2016-08-23,448544,391058,250259.0,46974.0,88157.0,20249.0,1727.0,1901.0,409267.0,13.9558333333333
2016-08-24,477756,419056,241744.0,62683.0,92769.0,39043.0,1808.0,1896.0,439943.0,27.9904166666667
2016-08-25,505011,449437,231352.0,105250.0,96087.0,17228.0,1073.0,1946.0,452936.0,31.3466666666667
2016-08-26,491284,433659,232421.0,100404.0,94019.0,8495.0,1634.0,1904.0,438877.0,37.42875
2016-08-27,448081,383913,241030.0,58234.0,89317.0,14841.0,1711.0,1218.0,406351.0,20.1595833333333
2016-08-28,458694,403072,243886.0,69547.0,90456.0,9848.0,1399.0,1168.0,416304.0,28.8641666666667
2016-08-29,476928,421576,249457.0,84529.0,92023.0,5157.0,1913.0,1143.0,434222.0,52.7133333333333
2016-08-30,478262,427110,256324.0,71724.0,91814.0,10647.0,1591.0,1153.0,433253.0,29.7004166666667
2016-08-31,479442,425442,264128.0,69286.0,88695.0,19639.0,994.0,1151.0,443893.0,28.3233333333333
2016-09-01,440515,374780,266557.0,28884.0,82607.0,25043.0,1140.0,1371.0,405602.0,24.1491666666667
2016-09-02,424491,355564,280190.0,20860.0,77085.0,14165.0,1892.0,1242.0,395434.0,7.96625
2016-09-03,388518,323495,275449.0,10721.0,79761.0,6187.0,1728.0,1143.0,374989.0,6.395
2016-09-04,391118,322785,275097.0,9783.0,78881.0,5660.0,1841.0,1139.0,372401.0,7.17083333333333
2016-09-05,417239,352433,278762.0,18484.0,81695.0,12509.0,1583.0,1154.0,394187.0,15.5358333333333
2016-09-06,492941,438331,286368.0,67838.0,87060.0,14231.0,1627.0,1465.0,458589.0,39.7391666666667
2016-09-07,518886,471408,287180.0,88424.0,85797.0,13884.0,1503.0,2430.0,479218.0,31.84125
2016-09-08,522065,463246,284674.0,72781.0,88344.0,33453.0,694.0,2173.0,482119.0,35.1079166666667
2016-09-09,492367,433467,262465.0,90349.0,84955.0,6806.0,1629.0,2346.0,448550.0,30.3158333333333
2016-09-10,450749,387137,247108.0,34209.0,81588.0,45506.0,856.0,1161.0,410428.0,17.9379166666667
2016-09-11,402309,336194,251451.0,26134.0,75551.0,16673.0,1649.0,1283.0,372741.0,7.41416666666667
2016-09-12,419399,363572,252567.0,36075.0,82639.0,10211.0,1697.0,1857.0,385046.0,11.0279166666667
2016-09-13,434864,381925,249689.0,36167.0,85281.0,26190.0,1584.0,777.0,399688.0,13.4691666666667
2016-09-14,420980,371107,252091.0,31898.0,86945.0,14059.0,1262.0,753.0,387008.0,13.2233333333333
2016-09-15,405347,352304,245238.0,36152.0,81770.0,9429.0,1696.0,769.0,375054.0,8.49208333333333
2016-09-16,410048,354418,247873.0,25041.0,85199.0,18280.0,1549.0,750.0,378692.0,14.0008333333333
2016-09-17,411025,350167,230741.0,27608.0,87117.0,33779.0,486.0,32.0,379763.0,12.8333333333333
2016-09-18,413411,351709,231374.0,51238.0,93142.0,9533.0,1217.0,38.0,386542.0,24.0108333333333
2016-09-19,451909,394975,230509.0,73598.0,96381.0,14447.0,1353.0,736.0,417024.0,26.1729166666667
2016-09-20,449488,399170,230075.0,74110.0,92452.0,15305.0,1292.0,787.0,414021.0,24.94
2016-09-21,431063,380205,240583.0,57097.0,90669.0,9090.0,1600.0,776.0,399815.0,16.5508333333333
2016-09-22,445299,395420,247139.0,58808.0,97350.0,6697.0,1439.0,740.0,412173.0,24.725
2016-09-23,424878,370156,250318.0,32092.0,91257.0,16792.0,670.0,698.0,391827.0,12.38375
2016-09-24,382862,312788,250742.0,10545.0,85464.0,11063.0,1840.0,74.0,359728.0,3.16083333333333
2016-09-25,382089,305324,249673.0,12917.0,80181.0,18420.0,1692.0,72.0,362955.0,0.787083333333333
2016-09-26,409959,350625,248178.0,17976.0,86449.0,33560.0,400.0,742.0,387305.0,18.755
2016-09-27,401918,343903,246849.0,18054.0,84479.0,29357.0,1291.0,845.0,380875.0,7.9875
2016-09-28,410577,348642,250364.0,17347.0,86394.0,23779.0,1395.0,755.0,380034.0,3.21083333333333
2016-09-29,411215,347012,257819.0,17300.0,73976.0,42501.0,810.0,796.0,393202.0,0.227916666666667
2016-09-30,403411,339998,256825.0,16711.0,74167.0,37323.0,806.0,638.0,386470.0,-0.7025
2016-10-01,388781,323441,261350.0,13993.0,82601.0,12696.0,687.0,73.0,371400.0,5.57458333333333
2016-10-02,388385,320025,260230.0,14362.0,90903.0,4041.0,753.0,68.0,370357.0,19.8591666666667
2016-10-03,409645,349623,262534.0,27763.0,85667.0,3993.0,793.0,907.0,381657.0,17.5920833333333
2016-10-04,393775,348485,257118.0,24298.0,77857.0,13543.0,1134.0,2144.0,376094.0,6.27875
2016-10-05,396799,347350,259164.0,16598.0,76897.0,28241.0,1538.0,2257.0,384695.0,-0.4725
2016-10-06,405948,356472,260707.0,18812.0,84070.0,14168.0,1646.0,3088.0,382491.0,4.27541666666667
2016-10-07,416437,351186,261954.0,18954.0,83622.0,23258.0,1565.0,2987.0,392340.0,7.03
2016-10-08,385391,312997,259444.0,11364.0,72239.0,29467.0,913.0,587.0,374014.0,-0.0495833333333333
2016-10-09,368767,299418,247700.0,13083.0,76239.0,20460.0,1110.0,698.0,359290.0,5.115
